just	Sadece
dejection	keyifsizlik
scrabbling	karalama
tampering	tahrifat
youthfulness	gençlik
huckster	seyyar satıcı
penitence	pişmanlık
put-down	küçültücü şey
roadkill	yolda ölüm
appendectomy	apandisit ameliyatı
neighborliness	komşuluk
brickwork	tuğla işi
clacking	takırdamak
puttin	vurmak
stovepipe	soba borusu
penknife	çakı
bluesman	blues'cu
hostage-taking	rehin alma
puffiness	şişkinlik
uniter	birlikte
assemblywoman	meclis üyesi
sowing	ekim
magna	magna
carta	karta
dogg	köpek
webmaster	web yöneticisi
banditry	eşkıyalık
amherst	amherst
cave-in	çökmek
gunboat	savaş gemisi
mass-production	seri üretim
lockbox	kilitli kutu
andouille	andouille
acura	acura
brazier	mangal
emigrant	göçmen
gaff	şaka
anime	anime
hollandaise	hollandez
estado	durum
speculum	spekulum
asterism	yıldız işareti
oil-field	petrol sahası
w.t	ağırlık
abba	baba
anticorruption	yolsuzlukla mücadele
spacewalk	uzay yürüyüşü
escobar	escobar
heptathlon	heptatlon
toque	şapka
anthropomorphism	antropomorfizm
catechesis	ilmihal
marsupial	keseli hayvan
cantata	kantat
cilia	kirpikler
imclone	klonlamak
sunnyside	Güneşli taraf
tankard	maşrapa
hysteresis	histerezis
pix	piksel
aestheticism	estetikçilik
accelerometer	ivmeölçer
firewire	ateş teli
ibo	ibo
teleportation	ışınlanma
couloir	koridor
mortise	gömme
waypoint	ara nokta
acidosis	asidoz
comedia	komedi
nadler	nadler
telenovela	telenovela
ansar	ensar
racialism	ırkçılık
haram	haram
borehole	sondaj kuyusu
anaphylaxis	anafilaksi
eez	eez
masker	maskeli kimse
kapo	KAFA
spyre	kule
mnog	birçok
outshine	gölgede bırakmak
unzip	fermuarı açmak
upstage	kibirli
berate	azarlamak
corrode	paslanmak
poach	kaçak avlanmak
reintegrate	yeniden bütünleşmek
far-out	çok uzakta
fifth-generation	beşinci nesil
five-page	beş sayfa
house-to-house	evden eve
matchless	eşsiz
blown-up	şişmiş
breakable	kırılabilir
unobtainable	elde edilemez
let's	hadi
snobby	züppe
hot-pink	sıcak pembe
snaky	aperatifler
sunburnt	güneş yanığı
amnesiac	unutkan
deep-dish	derin tabak
good-luck	iyi şanslar
eight-point	sekiz nokta
stereotypic	basmakalıp
poetical	şiirsel
two-seat	iki koltuklu
pan-american	pan-amerikan
underarm	koltuk altı
hamid	hamit
information-technology	Bilişim teknolojisi
carbon-dioxide	karbondioksit
nondemocratic	demokratik olmayan
dian	dian
vegetal	bitkisel
time-travel	zaman yolculuğu
centripetal	merkezcil
catch-and-release	yakala ve bırak
acute-care	akut bakım
food-safety	gıda güvenliği
gram-negative	gram negatif
scalar	skaler
degradable	bozunabilir
personal/social	kişisel/sosyal
pali	pali
heterotrophic	heterotrofik
land-reform	toprak reformu
detailing	detaylandırma
proselytizing	din propagandası yapmak
shebang	saçmalık
coif	saç modeli
shut-eye	kapalı göz
doyenne	dekanlık
d'oeuvre	işin
villainy	kötülük
incognita	kimliği belirsiz
hurdler	engelli koşu yarışçısı
type-a	tip-a
deaconess	papazlık
hoodie	kapüşonlu svetşört
pinafore	önlük
brokenness	kırıklık
cheapskate	cimri
discontinuation	devamsızlık
indirection	dolaylı
troubleshooter	sorun giderici
divot	çimen
fez	fes
pickin	ben seçiyorum
retardant	geciktirici
serfdom	serflik
deductibility	indirilebilirlik
folktale	halk masalı
hydrologist	hidrolog
speakership	konuşmacılık
bedpan	sürgü
carjacking	araba hırsızlığı
world-view	dünya görüşü
cellmate	hücre arkadaşı
teton	teton
ag	yaş
crocus	çiğdem
kristin	kristin
linden	ıhlamur
superego	süperego
teamster	taşıma görevlisi
deification	tanrılaştırma
snakebite	yılan ısırığı
prefecture	idari bölge
synapse	sinaps
mondo	dünya
parallax	paralaks
halliburton	Halliburton
noche	akşam
bicarbonate	bikarbonat
matterhorn	mesele boynuzu
tener	sahip olmak
beryllium	berilyum
obit	ölüm cezası
teaching/learning	öğretme/öğrenme
hisd	hisd
sola	sola
chico	chico
marimba	marimba
policyholder	poliçe sahibi
pippin	pippin
boca	Boca
bowhunter	okçu
noncontact	temassız
godot	tanrı
russo	rusça
hymen	kızlık zarı
episcopate	piskoposluk
glutathione	glutatyon
kuomintang	kuomintang
heterosexism	heteroseksizm
foodservice	yemek servisi
breastmilk	anne sütü
counternarcotics	narkotikle mücadele
mastoidectomy	mastoidektomi
thorium	toryum
yvette	Yvette
crystallography	kristalografi
zona	alan
att	ile
silber	gümüş
landuse	iniş
giardia	Giardia
endogamy	iç evlilik
etf	etf
labourer	işçi
sujet	ders
neuroblastoma	nöroblastom
osa	osa
endemism	endemizm
husain	Hüseyin
hypermasculinity	aşırı erkeklik
lindenmeyer	ıhlamur
meander	kıvrımlı
dissociate	ayrışmak
recant	caymak
civilize	uygarlaştırmak
officiate	görev yapmak
all-too-familiar	çok tanıdık
nubby	tombul
twenty-four-year-old	yirmi dört yaşında
ankle-length	bilek boyu
artless	sanatsız
bratty	şımarık
luckless	şanssız
twenty-one-year-old	yirmi bir yaşında
pissed-off	sinirli
censorious	kınayıcı
anti-intellectual	entelektüel karşıtı
light-brown	açık kahverengi
righthand	sağ el
state-wide	eyalet çapında
beardless	sakalsız
second-term	ikinci dönem
one-hit	tek vuruş
epicurean	zevk düşkünü
chinese-made	Çin yapımı
mimi	mimi
pecuniary	maddi
locational	konumsal
drop-down	yıkılmak
symptom-free	semptomsuz
spokane	konuşkan
subcultural	alt kültür
cerebrospinal	beyin omurilik
organized-crime	organize suç
social-welfare	sosyal refah
cartilaginous	kıkırdaklı
tutelary	vesayet
superordinate	üst düzey
nasopharyngeal	nazofaringeal
intermental	aralıklı
provocateur	provokatör
zing	zing
blather	saçmalık
shindig	danslı eğlence
tailoring	terzilik
ruination	yıkım
rebalance	yeniden dengelemek
shuffleboard	disk iteleme oyunu
good-night	iyi geceler
insincerity	samimiyetsizlik
steepness	diklik
damming	baraj yapmak
callin	aramak
exhibitionist	teşhirci
blotch	leke
bloat	kabartmak
solipsism	tekbencilik
polyvinyl	polivinil
autobahn	otoban
joinery	marangozluk
buena	buena
psychodrama	psikodrama
recapitulation	özetleme
maraschino	Maraşino
breathlessness	nefes darlığı
fingerprinting	parmak izi alma
nouvelle	yeni
reducer	redüktör
ethnologist	etnolog
roseanne	Roseanne
armour	zırh
cerebellum	beyincik
homepage	ana sayfa
tiburon	tiburon
alle	Tümü
assembler	montajcı
furman	furman
detmer	Daha
dovetail	kırlangıç ​​kuyruğu
estrus	kızgınlık
schwartz	Schwartz
stowaway	kaçak yolcu
cuerpo	vücut
lowell	alçak
tripp	tripp
foundling	kurucu çocuk
legation	elçilik
monasticism	manastırcılık
julio	julio
rutabaga	şalgam
kaddish	kadiş
willy	istekli
canna	canna
participle	ortaç
gentium	uluslar
bloch	blok
mujahedin	Mücahidler
santorum	santorum
co-occurrence	birlikte meydana gelme
keiretsu	Keiretsu
interdisciplinarity	disiplinlerarasılık
natalee	natalee
percolation	süzülme
gruden	Gruden
rus	rus
cypher	şifre
lago	göl
lmc	lmc
rondeau	rondeau
imi	benim
mariculture	deniz ürünleri yetiştiriciliği
roc	roc
veritate	gerçekle
desogestrel	dezogestrel
indentor	girintili kısım
leba	Gitmek
nriln	nriln
lechter	çakmak
dawdle	devlet
foreshadow	haber
reformulate	yeniden formüle etmek
rephrase	yeniden ifade etmek
unlearn	öğrendiklerini unutmak
legato	miras
solly	kesinlikle
trumped-up	uydurma
overdone	abartılı
touristy	turistik
unstuck	çözülmek
insuperable	aşılmaz
imperturbable	sarsılmaz
made-to-order	sipariş üzerine yapılmış
pale-blue	soluk mavi
top-to-bottom	yukarıdan aşağıya
fathomless	Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.
soundproof	ses geçirmez
guilt-free	suçsuz
messed-up	berbat
off-shore	açık deniz
redeemable	paraya çevrilebilir
uncompetitive	rekabetçi olmayan
all-girl	kız
honky-tonk	honky-tonk
trial-and-error	deneme-yanılma
nonfunctional	işlevsiz
preadolescent	ergenlik çağındaki
unbound	bağlanmamış
red-eye	kırmızı göz
roofless	çatısız
doggone	inatçı
multisensory	çoklu duyusal
non-essential	gerekli olmayan
mannish	erkeksi
sweet-potato	tatlı patates
rear-seat	arka koltuk
anticolonial	sömürge karşıtı
paleontological	paleontolojik
non-competitive	rekabetçi olmayan
nonsurgical	ameliyatsız
presque	Presque
isotopic	izotop
missile-defense	füze savunması
dirigible	zeplinlenebilir
paralympic	paralimpik
apical	apikal
lacanian	Lacanlı
gd	tanrım
mavic	mavic
patagonian	Patagonyalı
qwerty	Qwerty
water-use	su kullanımı
male-male	erkek-erkek
self-instruction	kendi kendine eğitim
electroless	elektriksiz
braggadocio	palavracı
highfalutin	yüksek sesli
eyeful	göz alıcı
one-upmanship	tek adamlık
rubber-stamp	lastik damga
buzz	vızıltı
chignon	topuz
fixer-upper	sabitleyici-üst
send-up	gönderme
updating	güncelleme
honk	korna çalmak
tyke	işte
haggling	pazarlık
popularization	popülerleştirme
inheritor	mirasçı
invulnerability	zarar görmezlik
shaper	şekillendirici
contralto	kontralto
amour	aşk
reallocation	yeniden tahsis
czarist	çarlık
interrelatedness	karşılıklı ilişki
self-delusion	kendini kandırma
busyness	meşguliyet
eyewear	gözlük
expansiveness	genişleme
shoelace	ayakkabı bağı
debasement	değersizleştirme
pensioner	emekli
quackery	şarlatanlık
splotch	leke
bongo	bongo
tush	itiş
underneath	altında
valorization	değer kazanma
neediness	muhtaçlık
biohazard	biyolojik tehlike
hayloft	samanlık
knife-edge	bıçak sırtı
saddlebag	heybe
spiritualist	cinci
cummerbund	kuşak
kane	Kane
monumentality	anıtsallık
civilisation	uygarlık
leche	leche
poinsettia	Atatürk çiçeği
salesgirl	tezgahtar kız
mastodon	mastodon
nuestra	bizim
exerciser	egzersizci
gergen	Gergen
shtetl	kasaba
turboprop	turboprop
out-migration	dış göç
piecework	parça işi
syllogism	kıyas
tra	Arasında
grisaille	grilik
revivalism	canlanma
refectory	yemekhane
satanism	satanizm
insole	iç taban
rota	rota
duran	Duran
norma	normal
necropolis	nekropol
vocab	kelime bilgisi
cohosh	kohoş
dray	yük arabası
caddis	caddis
resorption	emilim
clientelism	kayırmacılık
longleaf	uzun yapraklı
gunther	gunther
geomorphology	jeomorfoloji
disbarment	barodan çıkarma
miguel	miguel
oedema	Turuncu
seahorse	denizatı
wilma	Wilma
nonequilibrium	dengesizlik
logit	logit
carnitine	karnitin
lepton	lepton
escritor	yazar
amina	amina
pneumatology	pnömatoloji
venera	Venüs
gta	gta
glynnis	kaygan eğim
buncho	demet
wiiso	gergedan
kick-start	hızlı başlangıç
overemphasize	aşırı vurgulamak
bide	bide
deign	tenezzül
flunk	başarısız olmak
sear	kavurmak
interdict	yasak
dismount	attan inmek
choreograph	koreograf
detoxify	zehirden arındırmak
perchance	şans eseri
billion-plus	milyardan fazla
jokey	şakacı
hidebound	gizli
investigatory	soruşturmacı
three-fold	üç kat
boom-and-bust	patlama ve çöküş
gale-force	şiddetli rüzgar
licentious	ahlaksız
five-inch	beş inç
get-rich-quick	çabuk zengin ol
daffy	aptal
wheezy	hırıltılı
clairvoyant	durugörü sahibi
felt-tip	keçeli kalem
twenty-minute	yirmi dakika
watchable	izlenebilir
per-share	hisse başına
picaresque	pikaresk
colicky	kolik
right-angle	dik açılı
fight-or-flight	dövüş ya da kaç
anti-religious	din karşıtı
topiary	budama sanatı
glutinous	yapışkan
cyrillic	Kiril alfabesi
front-wheel-drive	önden çekişli
porcine	domuz
low-voltage	alçak gerilim
tori	tori
mid-nineteenth-century	on dokuzuncu yüzyılın ortaları
rationalistic	akılcı
consumer-driven	tüketici odaklı
non-african	Afrikalı olmayan
schmidt-cassegrain	schmidt-cassegrain
rural-urban	kırsal-kentsel
synaptic	sinaptik
subregional	alt bölgesel
carlike	arabaya benzeyen
incarnational	vücut bulmuş
best-picture	en iyi resim
high-deductible	yüksek indirimli
bastian	bastian
trans-siberian	trans-sibirya
anti-chinese	Çin karşıtı
serological	serolojik
powhatan	powhatan
cuny	kurnaz
self-injurious	kendine zarar veren
magliozzi	sütyen
high-concordance	yüksek uyumluluk
arcana	gizli
indecisiveness	kararsızlık
suppleness	esneklik
fuzziness	bulanıklık
gristle	kıkırdak
pampering	şımartıcı
standoffish	soğuk
sugarcoat	şeker kaplama
possessiveness	sahiplenme
tumbledown	yıkılma
double-take	çifte alma
nonpayment	ödememe
single-game	tek oyun
occupier	işgalci
grindstone	bileği taşı
rearview	dikiz
gephardt	Gephardt
wattle	dal
ambrosia	ambrosia
leavin	ayrılmak
millstone	değirmen taşı
undercarriage	alt takım
discounter	indirimci
laxative	müshil
schmaltz	Schmaltz
desoto	desoto
mononucleosis	mononükleoz
trenton	trenton
airframe	uçak gövdesi
anti-intellectualism	anti-entelektüalizm
stapler	zımba
druggist	eczacı
lookalike	benzer
nudist	çıplaklar
swinger	svingci
cobb	cobb
fifth	beşinci
industrialism	sanayicilik
ture	gerçek
baklava	baklava
sheepdog	çoban köpeği
airmail	uçak postası
juju	juju
tao	tao
windlass	ırgat
muscularity	kaslılık
bassoon	basa
lang	uzun
plinth	kaide
larimer	larimer
northstar	Kuzey yıldızı
tapenade	kaset
ancho	çapa
calle	kalay
malachite	malakit
qaeda	Kaide
tomatillo	domates
cowan	inek
inclusivity	kapsayıcılık
silicate	silikat
bigamy	çok eşlilik
newsgroup	haber grubu
thayer	thayer
batt	vuruş
homology	kökendeşlik
sexton	zangoç
albedo	albedo
backspin	geri dönmek
massif	masif
notre	notre
ventriloquism	vantrilokluk
buckboard	araba tahtası
scalia	skalyum
ergometer	ergometre
lemur	lemur
metatarsal	metatarsal
meaning-making	anlam oluşturma
sulphate	sülfat
cybersex	siber seks
episcopacy	piskoposluk
alief	Alief
lightsaber	ışın kılıcı
slater	kayrakçı
t-bird	t-kuş
obe	itaat etmek
clubfoot	çarpık ayak
dex	beceri
willcox	Willcox
coa	kakao
levonorgestrel	levonorgestrel
orf	orf
hitcher	otostopçu
candombl	candombl
stargher	yıldız avcısı
decimate	yok etmek
rile	kızak
reenact	yeniden canlandırmak
persecute	zulmetmek
retell	yeniden anlatmak
idealize	idealize etmek
deform	deforme etmek
indigestible	sindirilemez
jewel-like	mücevher benzeri
sunless	güneşsiz
well-spoken	iyi konuşan
lived-in	yaşanmış
show-off	hava atmak
asinine	aptalca
felonious	suçlu
gray-blue	gri-mavi
anti-iraq	Irak karşıtı
longer-range	daha uzun menzilli
pumped-up	pompalanmış
hair-trigger	saç tetikleyici
pared-down	küçültülmüş
self-contradictory	kendisiyle çelişen
valedictory	mezuniyet töreni
inked	mürekkepli
semiprecious	yarı değerli
hot-dog	sosisli sandviç
rainy-day	yağmurlu gün
trippy	tuhaf
correctable	düzeltilebilir
mined	mayınlı
roseate	pembe
multifunctional	çok işlevli
loth	çok
no-bid	teklif yok
late-stage	son aşama
sudden-death	ani ölüm
one-run	tek koşu
in-season	sezon içi
clean-energy	temiz enerji
hobbesian	hobici
antinuclear	nükleer karşıtı
four-dimensional	dört boyutlu
therese	Therese
water-quality	su kalitesi
fuel-economy	yakıt ekonomisi
cuneiform	çivi yazısı
anti-arab	Arap karşıtı
areal	alansal
immunosuppressive	bağışıklık bastırıcı
concordant	uyumlu
end-use	son kullanım
neoplatonic	neoplatonik
probiotic	probiyotik
buccal	bukkal
constabulary	polis teşkilatı
infant-mortality	bebek ölümü
ossicular	kemikçik
whole-language	tüm dil
pres.-elect	Başkan-seçilmiş
raconteur	öykücü
bonhomie	neşeli
undergird	alt kuşak
arm-twisting	kol bükme
shortsightedness	miyopluk
abruptness	anilik
gullibility	saflık
mooring	demirleme
outspokenness	açık sözlülük
exactness	kesinlik
protectiveness	koruyuculuk
runaround	dolaşmak
tumbleweed	çalı otu
inculcation	aşılama
work-in-progress	devam eden çalışma
you-know-what	Biliyor musun
derriere	kalça
kick-off	Başlamak
provincialism	taşralılık
reordering	yeniden sıralama
scuff	ayaklarını sürüyerek yürümek
uppercut	aparkat
goodie	tatlım
menthol	mentol
punditry	uzman
turnkey	anahtar teslimi
bubblegum	sakız
caldron	kazan
co-counsel	yardımcı avukat
f-word	f-kelimesi
gabardine	gabardin
ity	gerçeklik
encirclement	kuşatma
iridescence	yanardönerlik
jackrabbit	tavşan
greenside	yeşil taraf
steelworker	çelik işçisi
goulash	gulaş
hora	zaman
squeegee	silecek
conformance	uygunluk
sitar	sitar
femaleness	dişilik
madrigal	madrigal
wahoo	vay be
self-selection	kendi kendine seçim
skewness	çarpıklık
handicraft	el işi
flagstaff	bayrak direği
tanner	tabakçı
wheelie	tekerlekli araba
bozeman	bozeman
frente	alın
hypochondria	hipokondri
behaviorism	davranışçılık
decir	söylemek
monopolization	tekelleşme
tonto	tonto
goldstein	Goldstein
zorro	zorro
gigahertz	gigahertz
medina	Medine
transect	enine kesit
casework	vaka çalışması
scapula	skapula
lau	evet
polymorphism	polimorfizm
supermajority	üstün çoğunluk
capitation	Kişi başı ücret
stossel	itmek
kwanzaa	kwanzaa
indemnification	tazminat
l'art	sanat
hadith	hadis
prenup	evlilik öncesi anlaşma
pablo	pablo
deflector	deflektör
targhee	Targhee
fuerza	güç
teotihuacan	teotihuacan
dominick	Dominick
paraplegia	parapleji
foote	ayak
roeper	arayan
coxswain	dümenci
luc	şans
parapsychology	parapsikoloji
uighur	Uygur
biofilm	biyofilm
adjudicator	hakem
cec	CEC
fwd	ileri
hilfiger	Hilfiger
microarray	mikrodizi
crypto	kripto
outgroup	dış grup
vanden	vanden
clarice	clarice
fanship	Hayranlık
nonie	hiç kimse
jiggle	sallanmak
reroute	yeniden yönlendirmek
rewind	geri sarma
stigmatize	damgalamak
impersonate	taklit etmek
exhume	mezardan çıkarma
evermore	sonsuza kadar
lightning-fast	yıldırım hızında
odds-on	ihtimalli
loamy	tınlı
obdurate	inatçı
says	diyor
tip-top	uçtan uca
unmentionable	ağza alınamaz
busty	büyük memeli
poor-quality	kalitesiz
high-gloss	parlak
friday-night	cuma gecesi
viewable	görüntülenebilir
pomade	pomat
starlike	yıldız gibi
wormy	kurtlu
government-to-government	hükümetten hükümete
nonscientific	bilimsel olmayan
polychrome	çok renkli
internal-combustion	içten yanmalı
renewable-energy	yenilenebilir enerji
earth-like	dünyaya benzer
extralegal	hukuk dışı
malthusian	malthusçu
biogeochemical	biyojeokimyasal
inter-rater	değerlendiriciler arası
new-wave	yeni dalga
u.s.-chinese	ABD-Çince
stuyvesant	Stuyvesant
suborbital	yörünge altı
keno	keno
prostatic	prostat
role-play	rol yapma
low-sulfur	düşük kükürtlü
triadic	üçlü
four-factor	dört faktörlü
in-vessel	gemi içi
areawide	bölge çapında
soteriological	soteriolojik
subglottic	subglottik
chiral	kiral
stapedial	Stapedial
biohazardous	biyolojik olarak tehlikeli
e-smart	e-akıllı
heartbreaker	kalp kırıcı
idiosyncrasy	özel durum
spot-on	tam yerinde
self-possession	kendine hakim olma
wile	kurnazlık yapmak
bowing	eğilmek
hand-holding	el tutma
houseful	ev dolusu
entrenchment	sağlamlaştırma
uncool	hoş olmayan
borealis	borealis
obscuring	karartmak
riffraff	ayaktakımı
duff	ahmak
syncopation	senkop
money-back	para iadesi
datebook	randevu defteri
gigolo	jigolo
klutz	beceriksiz
londoner	Londralı
mincemeat	kıyma
troy	Truva
haft	vardı
amoeba	amip
armband	kol bandı
conformation	konformasyon
deuce	ikili
narcissus	nergis
soapstone	sabuntaşı
c.h	c.h.
merino	merinos
takedown	devirmek
